Samples,Test,Units,Score,SD,Model,Multiplier,socket,foundry,process_size,transistors,die_size,package,market,production_status,release_date,launch_price,part#,frequency,turbo_clock,base_clock,multiplier,multiplier_unlocked,tdp,codename,generation,memory_support,rated_speed,memory_bus,memory_bandwidth,ecc_memory,pci-express,#_of_cores,#_of_threads,smp_#_cpus,integrated_graphics,cache_l1,cache_l2,cache_l3
3.0,numpy,Score (Average),206,1,Intel Core i7-5500U,1,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,Mobile,End-of-life,"Mar 1st, 2015",$393,SR23W,2.4 GHz,up to 3 GHz,100 MHz,24.0x,No,15 W,Broadwell-U,Core i7  (Broadwell-U),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 2, 12 Lanes (CPU only)",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),4 MB (shared)
4.0,numpy,Score (Average),198,3,Intel Core i7-3770K,1,Intel Socket 1155,Intel,22 nm,"1,400 million",160 mm²,FC-LGA12C,Desktop,End-of-life,"Apr 29th, 2012",$313,SR0PL,3.5 GHz,up to 3.9 GHz,100 MHz,35.0x,Yes,77 W,Ivy Bridge,Core i7  (Ivy Bridge),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,Intel HD 4000,64 KB (per core),256 KB (per core),8 MB (shared)
4.0,numpy,Score (Average),193,11,Intel Core i7-2700K,1,Intel Socket 1155,Intel,32 nm,"1,160 million",216 mm²,FC-LGA10,Desktop,End-of-life,"Oct 24th, 2011",$332,SR0DG,3.5 GHz,up to 3.9 GHz,100 MHz,35.0x,Yes,95 W,Sandy Bridge,Core i7  (Sandy Bridge),DDR3,1333 MT/s,Dual-channel,21.3 GB/s,No,"Gen 2, 16 Lanes (CPU only)",4,8,1,Intel HD 3000,64 KB (per core),256 KB (per core),8 MB (shared)
6.0,numpy,Score (Average),173,3,Intel Core i7-3517U,1,Intel BGA 1023,Intel,22 nm,,118 mm²,FC-BGA12F,Mobile,unknown,"Jun 3rd, 2012",,SR0N6,1900 MHz,up to 3 GHz,100 MHz,19.0x,No,17 W,Ivy Bridge,Core i7  (Ivy Bridge),unknown,,Dual-channel,,No,,2,4,1,Intel HD 4000,64 KB (per core),256 KB (per core),4 MB (shared)
5.0,numpy,Score (Average),172,13,Intel Core i3-4130,1,Intel Socket 1150,Intel,22 nm,"1,400 million",177 mm²,FC-LGA12C,Desktop,Active,"Sep 1st, 2013",,SR1NP,3.4 GHz,,100 MHz,34.0x,No,54 W,Haswell,Core i3  (Haswell),DDR3,,Dual-channel,,No,Gen 3,2,4,1,Intel HD 4400,64 KB (per core),256 KB (per core),3 MB (shared)
3.0,numpy,Score (Average),168,2,Intel Xeon E5-2650 0,2,Intel Socket 2011,Intel,32 nm,"2,270 million",435 mm²,FC-LGA10,Server/Workstation,unknown,"Mar 6th, 2012",,SR0H4 SR0KQ,2000 MHz,up to 2.8 GHz,100 MHz,20.0x,No,95 W,Sandy Bridge-EP,Xeon E5  (Sandy Bridge-EP),DDR3,,Quad-channel,,Yes,Gen 3,8.0,16.0,2.0,,64 KB (per core),256 KB (per core),20 MB (shared)
4.0,numpy,Score (Average),150,150,AMD FX-8370 Eight-Core,1,AMD Socket AM3+,GlobalFoundries,32 nm,"1,200 million",315 mm²,µPGA,Desktop,End-of-life,"Sep 2nd, 2014",$199,FD8370FRW8KHK FD8370FRHKBOX,4 GHz,up to 4.3 GHz,200 MHz,20.0x,Yes,125 W,Vishera,FX  (Vishera),DDR3,1866 MT/s,Dual-channel,29.9 GB/s,No,Gen 2,8,8,1,On certain motherboards (Chipset feature),384 KB,8 MB,8 MB (shared)
4.0,numpy,Score (Average),138,138,AMD A10-7870K Radeon R7 12 Compute Cores 4C+8G,1,AMD Socket FM2+,GlobalFoundries,28 nm,"2,411 million",245 mm²,µPGA,Desktop,End-of-life,"May 28th, 2015",,AD787KXDI44JC AD787KXDJCBOX AD787KXDJCSBX,3.9 GHz,up to 4.1 GHz,100 MHz,39.0x,Yes,95 W,Godaveri,A10  (Godaveri),DDR3,2133 MT/s,Dual-channel,34.1 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,4,1,Radeon R7,256 KB,4 MB,
4.0,numpy,Score (Average),137,3,AMD FX-8150 Eight-Core,1,AMD Socket AM3+,,32 nm,"1,200 million",315 mm²,µPGA,Desktop,End-of-life,"Oct 12th, 2011",,FD8150FRGUBOX FD8150FRW8KGU,3.6 GHz,up to 4.2 GHz,200 MHz,18.0x,Yes,125 W,Zambezi,FX  (Zambezi),DDR3,,Dual-channel,,No,Gen 2,8,8,1,On certain motherboards (Chipset feature),384 KB,8 MB,8 MB (shared)
9.0,numpy,Score (Average),131,5,AMD A10-7850K APU,1,AMD Socket FM2+,GlobalFoundries,28 nm,"2,411 million",245 mm²,µPGA,Desktop,End-of-life,"Jan 14th, 2014",,AD785KXBI44JA AD785KXBJABOX,3.7 GHz,up to 4 GHz,100 MHz,37.0x,Yes,95 W,Kaveri,A10  (Kaveri),DDR3,,,,No,"Gen 3, 16 Lanes (CPU only)",4,4,1,Radeon R7,256 KB,4 MB,
4.0,nwchem,Seconds (Average),1127,1,AMD EPYC 9575F,2,AMD Socket SP5,TSMC,4 nm,"66,520 million",8x 70.6 mm²,FC-LGA6096,Server/Workstation,Active,"Oct 10th, 2024",$11791,100-000001554,3.3 GHz,up to 5 GHz,100 MHz,33.0x,No,400 W,Turin,EPYC  (Zen 5 (Turin)),DDR5,6000 MT/s,Twelve-channel,576.0 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",64.0,128.0,2.0,,80 KB (per core),1 MB (per core),256 MB (shared)
3.0,nwchem,Seconds (Average),1226,1226,AMD EPYC 9575F,1,AMD Socket SP5,TSMC,4 nm,"66,520 million",8x 70.6 mm²,FC-LGA6096,Server/Workstation,Active,"Oct 10th, 2024",$11791,100-000001554,3.3 GHz,up to 5 GHz,100 MHz,33.0x,No,400 W,Turin,EPYC  (Zen 5 (Turin)),DDR5,6000 MT/s,Twelve-channel,576.0 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",64.0,128.0,2.0,,80 KB (per core),1 MB (per core),256 MB (shared)
17.0,nwchem,Seconds (Average),1250,138,AMD EPYC 9554,2,AMD Socket SP5,TSMC,5 nm,"52,560 million",8x 72 mm²,FC-LGA6096,Server/Workstation,Active,"Nov 10th, 2022",$9087,100-100000790,3.1 GHz,up to 3.75 GHz,100 MHz,31.0x,No,360 W,Genoa,EPYC  (Zen 4 (Genoa)),DDR5,4800 MT/s,Twelve-channel,460.8 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",64.0,128.0,2.0,,64 KB (per core),1 MB (per core),256 MB (shared)
5.0,nwchem,Seconds (Average),1281,25,AMD EPYC 9655,2,AMD Socket SP5,TSMC,4 nm,"99,780 million",12x 70.6 mm²,FC-LGA6096,Server/Workstation,Active,"Oct 10th, 2024",$11852,100-000000674,2.6 GHz,up to 4.5 GHz,100 MHz,26.0x,No,400 W,Turin,EPYC  (Zen 5 (Turin)),DDR5,6000 MT/s,Twelve-channel,576.0 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",96.0,192.0,2.0,,80 KB (per core),1 MB (per core),384 MB (shared)
4.0,nwchem,Seconds (Average),1304,19,AMD EPYC 9374F,2,AMD Socket SP5,TSMC,5 nm,"52,560 million",8x 72 mm²,FC-LGA6096,Server/Workstation,Active,"Nov 10th, 2022",$4850,100-100000792,3.85 GHz,up to 4.3 GHz,100 MHz,38.5x,No,320 W,Genoa,EPYC  (Zen 4 (Genoa)),DDR5,4800 MT/s,Twelve-channel,460.8 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",32.0,64.0,2.0,,64 KB (per core),1 MB (per core),256 MB (shared)
8.0,nwchem,Seconds (Average),1313,22,AMD EPYC 9655,1,AMD Socket SP5,TSMC,4 nm,"99,780 million",12x 70.6 mm²,FC-LGA6096,Server/Workstation,Active,"Oct 10th, 2024",$11852,100-000000674,2.6 GHz,up to 4.5 GHz,100 MHz,26.0x,No,400 W,Turin,EPYC  (Zen 5 (Turin)),DDR5,6000 MT/s,Twelve-channel,576.0 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",96.0,192.0,2.0,,80 KB (per core),1 MB (per core),384 MB (shared)
14.0,nwchem,Seconds (Average),1319,11,AMD EPYC 9755,1,AMD Socket SP5,TSMC,4 nm,"133,040 million",16x 70.6 mm²,FC-LGA6096,Server/Workstation,Active,"Oct 10th, 2024",$12984,100-000001443,2.7 GHz,up to 4.1 GHz,100 MHz,27.0x,No,500 W,Turin,EPYC  (Zen 5 (Turin)),DDR5,6000 MT/s,Twelve-channel,576.0 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",128.0,256.0,2.0,,80 KB (per core),1 MB (per core),512 MB (shared)
8.0,nwchem,Seconds (Average),1320,17,AMD EPYC 9755,2,AMD Socket SP5,TSMC,4 nm,"133,040 million",16x 70.6 mm²,FC-LGA6096,Server/Workstation,Active,"Oct 10th, 2024",$12984,100-000001443,2.7 GHz,up to 4.1 GHz,100 MHz,27.0x,No,500 W,Turin,EPYC  (Zen 5 (Turin)),DDR5,6000 MT/s,Twelve-channel,576.0 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",128.0,256.0,2.0,,80 KB (per core),1 MB (per core),512 MB (shared)
13.0,nwchem,Seconds (Average),1450,6,AMD EPYC 9554,1,AMD Socket SP5,TSMC,5 nm,"52,560 million",8x 72 mm²,FC-LGA6096,Server/Workstation,Active,"Nov 10th, 2022",$9087,100-100000790,3.1 GHz,up to 3.75 GHz,100 MHz,31.0x,No,360 W,Genoa,EPYC  (Zen 4 (Genoa)),DDR5,4800 MT/s,Twelve-channel,460.8 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",64.0,128.0,2.0,,64 KB (per core),1 MB (per core),256 MB (shared)
12.0,nwchem,Seconds (Average),1474,185,AMD EPYC 9684X,2,AMD Socket SP5,TSMC,5 nm,"135,240 million",12x 72 mm²,FC-LGA6096,Server/Workstation,Active,"Jun 13th, 2023",$14756,100-100000892,2.55 GHz,up to 3.7 GHz,100 MHz,25.5x,No,400 W,Genoa-X,EPYC  (Zen 4 (Genoa)),DDR5,4800 MT/s,Twelve-channel,460.8 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",96.0,192.0,2.0,,64 KB (per core),1 MB (per core),1152 MB (shared)
37.0,nwchem,Seconds (Average),1494,91,AMD EPYC 9654,2,AMD Socket SP5,TSMC,5 nm,"78,840 million",12x 72 mm²,FC-LGA6096,Server/Workstation,Active,"Nov 10th, 2022",$11805,100-100000789,2.4 GHz,up to 3.7 GHz,100 MHz,24.0x,No,360 W,Genoa,EPYC  (Zen 4 (Genoa)),DDR5,4800 MT/s,Twelve-channel,460.8 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",96.0,192.0,2.0,,64 KB (per core),1 MB (per core),384 MB (shared)
17.0,nwchem,Seconds (Average),1518,79,AMD EPYC 9654,1,AMD Socket SP5,TSMC,5 nm,"78,840 million",12x 72 mm²,FC-LGA6096,Server/Workstation,Active,"Nov 10th, 2022",$11805,100-100000789,2.4 GHz,up to 3.7 GHz,100 MHz,24.0x,No,360 W,Genoa,EPYC  (Zen 4 (Genoa)),DDR5,4800 MT/s,Twelve-channel,460.8 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",96.0,192.0,2.0,,64 KB (per core),1 MB (per core),384 MB (shared)
3.0,nwchem,Seconds (Average),1558,1558,AMD EPYC 9965,2,AMD Socket SP5,TSMC,3 nm,,,FC-LGA6096,Server/Workstation,Active,"Oct 10th, 2024",$14813,100-000000976,2.25 GHz,up to 3.7 GHz,100 MHz,22.5x,No,500 W,Turin,EPYC  (Zen 5c (Turin)),DDR5,6000 MT/s,Twelve-channel,576.0 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",192.0,384.0,2.0,,80 KB (per core),1 MB (per core),384 MB (shared)
7.0,nwchem,Seconds (Average),1564,4,Intel Xeon 6980P,1,Intel Socket 7529,Intel,5 nm,,3x 598 mm²,FC-LGA18N,Server/Workstation,Active,"Sep 24th, 2024",$12460,SRPL2 Q5SM,2000 MHz,up to 3.9 GHz,100 MHz,20.0x,No,500 W,Granite Rapids,Xeon 6  (Granite Rapids-AP),DDR5,6400 MT/s,Twelve-channel,614.4 GB/s,Yes,"Gen 5, 96 Lanes (CPU only)",128.0,256.0,2.0,,112 KB (per core),2 MB (per core),504 MB (shared)
10.0,nwchem,Seconds (Average),1565,99,AMD EPYC 9684X,1,AMD Socket SP5,TSMC,5 nm,"135,240 million",12x 72 mm²,FC-LGA6096,Server/Workstation,Active,"Jun 13th, 2023",$14756,100-100000892,2.55 GHz,up to 3.7 GHz,100 MHz,25.5x,No,400 W,Genoa-X,EPYC  (Zen 4 (Genoa)),DDR5,4800 MT/s,Twelve-channel,460.8 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",96.0,192.0,2.0,,64 KB (per core),1 MB (per core),1152 MB (shared)
16.0,nwchem,Seconds (Average),1569,219,AMD EPYC 9754,2,AMD Socket SP5,TSMC,5 nm,"71,000 million",8x 73 mm²,FC-LGA6096,Server/Workstation,Active,"Jun 13th, 2023",$11900,100-000001234,2.25 GHz,up to 3.1 GHz,100 MHz,22.5x,No,360 W,Bergamo,EPYC  (Zen 4c (Bergamo)),DDR5,4800 MT/s,Twelve-channel,460.8 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",128.0,256.0,2.0,,64 KB (per core),1 MB (per core),256 MB (shared)
3.0,nwchem,Seconds (Average),1594,1594,AMD EPYC 9965,1,AMD Socket SP5,TSMC,3 nm,,,FC-LGA6096,Server/Workstation,Active,"Oct 10th, 2024",$14813,100-000000976,2.25 GHz,up to 3.7 GHz,100 MHz,22.5x,No,500 W,Turin,EPYC  (Zen 5c (Turin)),DDR5,6000 MT/s,Twelve-channel,576.0 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",192.0,384.0,2.0,,80 KB (per core),1 MB (per core),384 MB (shared)
3.0,nwchem,Seconds (Average),1599,4,AMD Ryzen Threadripper PRO 7995WX,1,AMD Socket sTR5,TSMC,5 nm,"78,840 million",12x 71 mm²,FC-LGA4844,Server/Workstation,Active,"Oct 19th, 2023",$9999,100-000000884,2.5 GHz,up to 5.1 GHz,100 MHz,25.0x,Yes,350 W,Storm Peak,Ryzen Threadripper  (Zen 4 (Storm Peak)),DDR5,5200 MT/s,Eight-channel,332.8 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",96.0,192.0,1.0,,64 KB (per core),1 MB (per core),384 MB (shared)
17.0,nwchem,Seconds (Average),1645,55,Intel Xeon 6980P,2,Intel Socket 7529,Intel,5 nm,,3x 598 mm²,FC-LGA18N,Server/Workstation,Active,"Sep 24th, 2024",$12460,SRPL2 Q5SM,2000 MHz,up to 3.9 GHz,100 MHz,20.0x,No,500 W,Granite Rapids,Xeon 6  (Granite Rapids-AP),DDR5,6400 MT/s,Twelve-channel,614.4 GB/s,Yes,"Gen 5, 96 Lanes (CPU only)",128.0,256.0,2.0,,112 KB (per core),2 MB (per core),504 MB (shared)
9.0,nwchem,Seconds (Average),1682,37,AMD EPYC 9754,1,AMD Socket SP5,TSMC,5 nm,"71,000 million",8x 73 mm²,FC-LGA6096,Server/Workstation,Active,"Jun 13th, 2023",$11900,100-000001234,2.25 GHz,up to 3.1 GHz,100 MHz,22.5x,No,360 W,Bergamo,EPYC  (Zen 4c (Bergamo)),DDR5,4800 MT/s,Twelve-channel,460.8 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",128.0,256.0,2.0,,64 KB (per core),1 MB (per core),256 MB (shared)
19.0,nwchem,Seconds (Average),1769,48,INTEL XEON PLATINUM 8592+,2,Intel Socket 4677,Intel,10 nm,,2x 763 mm²,FC-LGA16A,Server/Workstation,Active,"Dec 14th, 2023",$11600,SRN55,1900 MHz,up to 3.9 GHz,100 MHz,19.0x,No,350 W,Emerald Rapids,Xeon Platinum  (Emerald Rapids-SP),DDR5,5600 MT/s,Eight-channel,358.4 GB/s,Yes,"Gen 5, 80 Lanes (CPU only)",64.0,128.0,2.0,,80 KB (per core),2 MB (per core),320 MB (shared)
41.0,nwchem,Seconds (Average),1778,100,AMD EPYC 75F3,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$4860,100-000000313 100-100000313WOF,2.95 GHz,up to 4 GHz,100 MHz,29.5x,No,280 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",32.0,64.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
9.0,nwchem,Seconds (Average),1841,97,AMD EPYC 7543,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$3761,100-000000345 100-100000345WOF,2.8 GHz,up to 3.7 GHz,100 MHz,28.0x,No,225 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",32.0,64.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
13.0,nwchem,Seconds (Average),1852,20,INTEL XEON PLATINUM 8592+,1,Intel Socket 4677,Intel,10 nm,,2x 763 mm²,FC-LGA16A,Server/Workstation,Active,"Dec 14th, 2023",$11600,SRN55,1900 MHz,up to 3.9 GHz,100 MHz,19.0x,No,350 W,Emerald Rapids,Xeon Platinum  (Emerald Rapids-SP),DDR5,5600 MT/s,Eight-channel,358.4 GB/s,Yes,"Gen 5, 80 Lanes (CPU only)",64.0,128.0,2.0,,80 KB (per core),2 MB (per core),320 MB (shared)
6.0,nwchem,Seconds (Average),1872,95,AMD EPYC 7513,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$2840,100-000000334 100-100000334WOF,2.6 GHz,up to 3.65 GHz,100 MHz,26.0x,No,200 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",32.0,64.0,2.0,,64 KB (per core),512 KB (per core),128 MB (shared)
8.0,nwchem,Seconds (Average),1893,128,AMD EPYC 8534P,1,AMD Socket SP6,TSMC,5 nm,"35,500 million",4x 73 mm²,FC-LGA4844,Server/Workstation,Active,"Sep 18th, 2023",$4950,100-000000875,2.3 GHz,up to 3.1 GHz,100 MHz,23.0x,No,200 W,Siena,EPYC  (Zen 4c (Siena)),DDR5,4800 MT/s,Six-channel,230.4 GB/s,Yes,"Gen 5, 96 Lanes (CPU only)",64.0,128.0,1.0,,64 KB (per core),1 MB (per core),128 MB (shared)
5.0,nwchem,Seconds (Average),1901,102,AMD EPYC 7643,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$4995,100-000000326 100-100000326WOF,2.3 GHz,up to 3.6 GHz,100 MHz,23.0x,No,225 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",48.0,96.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
35.0,nwchem,Seconds (Average),1957,113,AMD EPYC 7763,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$7890,100-000000312 100-000000312WOF,2.45 GHz,up to 3.5 GHz,100 MHz,24.5x,No,280 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",64.0,128.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
25.0,nwchem,Seconds (Average),1969,52,AMD EPYC 7773X,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 22nd, 2022",$8800,100-000000504​WOF 100-000000504​,2.2 GHz,up to 3.5 GHz,100 MHz,22.0x,No,280 W,Milan-X,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",64.0,128.0,2.0,,64 KB (per core),512 KB (per core),768 MB (shared)
32.0,nwchem,Seconds (Average),2018,199,Intel Xeon Platinum 8380,2,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,SRKHR CD8068904572601,2.3 GHz,up to 3.4 GHz,100 MHz,23.0x,No,270 W,Ice Lake-SP,Xeon Platinum  (Ice Lake-SP),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",40.0,80.0,2.0,,64 KB (per core),1 MB (per core),60 MB (shared)
6.0,nwchem,Seconds (Average),2062,105,AMD EPYC 7663,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$6366,100-000000318 100-100000318WOF,2000 MHz,up to 3.5 GHz,100 MHz,20.0x,No,240 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",56.0,112.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
18.0,nwchem,Seconds (Average),2089,88,AMD EPYC 7742,2,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000053,2.25 GHz,up to 3.4 GHz,100 MHz,22.5x,No,225 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,64.0,128.0,2.0,,96 KB (per core),512 KB (per core),256 MB (shared)
8.0,nwchem,Seconds (Average),2100,144,AMD EPYC 8534PN,1,AMD Socket SP6,TSMC,5 nm,"35,500 million",4x 73 mm²,FC-LGA4844,Server/Workstation,Active,"Sep 18th, 2023",$5450,100-000001172,2000 MHz,up to 3.1 GHz,100 MHz,20.0x,No,175 W,Siena,EPYC  (Zen 4c (Siena)),DDR5,4800 MT/s,Six-channel,230.4 GB/s,Yes,"Gen 5, 96 Lanes (CPU only)",64.0,128.0,1.0,,64 KB (per core),1 MB (per core),128 MB (shared)
23.0,nwchem,Seconds (Average),2141,87,AMD EPYC 7713,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$7060,100-000000344 100-000000344WOF,2000 MHz,up to 3.675 GHz,100 MHz,20.0x,No,225 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",64.0,128.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
21.0,nwchem,Seconds (Average),2160,154,AMD EPYC 7763,1,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$7890,100-000000312 100-000000312WOF,2.45 GHz,up to 3.5 GHz,100 MHz,24.5x,No,280 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",64.0,128.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
14.0,nwchem,Seconds (Average),2163,100,AMD EPYC 7773X,1,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 22nd, 2022",$8800,100-000000504​WOF 100-000000504​,2.2 GHz,up to 3.5 GHz,100 MHz,22.0x,No,280 W,Milan-X,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",64.0,128.0,2.0,,64 KB (per core),512 KB (per core),768 MB (shared)
4.0,nwchem,Seconds (Average),2199,87,AMD EPYC 7453,2,AMD Socket SP3,TSMC,7 nm,"16,600 million",4x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$1570,100-000000319,2.75 GHz,up to 3.45 GHz,100 MHz,27.5x,No,225 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",28.0,56.0,2.0,,64 KB (per core),512 KB (per core),64 MB (shared)
7.0,nwchem,Seconds (Average),2211,91,AMD EPYC 7443,2,AMD Socket SP3,TSMC,7 nm,"16,600 million",4x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$2010,100-000000340 100-100000340WOF,2.85 GHz,up to 4 GHz,100 MHz,28.5x,No,200 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",24.0,48.0,2.0,,64 KB (per core),512 KB (per core),128 MB (shared)
5.0,nwchem,Seconds (Average),2222,4,AMD EPYC 7662,1,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$6366,100-000000318 100-100000318WOF,2000 MHz,up to 3.5 GHz,100 MHz,20.0x,No,240 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",56.0,112.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
3.0,nwchem,Seconds (Average),2226,85,Intel Xeon Platinum 8362,2,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,unknown,2.8 GHz,up to 3.6 GHz,100 MHz,28.0x,No,265 W,Ice Lake-SP,Xeon Platinum  (Ice Lake-SP),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",32.0,64.0,2.0,,64 KB (per core),1 MB (per core),48 MB (shared)
4.0,nwchem,Seconds (Average),2242,3,Intel Xeon Max 9480,1,Intel Socket 4677,Intel,10 nm,,4x 477 mm²,FC-LGA16A,Server/Workstation,Active,"Jan 10th, 2023",$12980,SRMJA,1900 MHz,up to 3.5 GHz,100 MHz,19.0x,No,350 W,Sapphire Rapids HBM,Xeon Max  (Sapphire Rapids),DDR5,4800 MT/s,Eight-channel,307.2 GB/s,Yes,"Gen 5, 80 Lanes (CPU only)",56.0,112.0,2.0,,80 KB (per core),2 MB (per core),112.5 MB
7.0,nwchem,Seconds (Average),2246,106,AMD EPYC 74F3,2,AMD Socket SP3,TSMC,7 nm,"33,200 million",4x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$2900,100-000000317 100-100000317WOF,2.8 GHz,up to 4 GHz,100 MHz,28.0x,No,240 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",24.0,48.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
